ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
18	appos	singular	gram	e.appos.singular.gram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	was	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently was	Llama-2-7B-Chat	5.471167087554932	meta-llama/Llama-2-7b-chat-hf	exp1
18	appos	plural	ungram	e.appos.plural.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_books,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the books, apparently were	Llama-2-7B-Chat	13.31689739227295	meta-llama/Llama-2-7b-chat-hf	exp1
18	appos	singular	ungram	e.appos.singular.ungram	Was the author pleased with the ending?	no	The_author,	who	read	about	the_book,	apparently	were	disappointed	with	the	surprise	ending.		The author, who read about the book, apparently were	Llama-2-7B-Chat	14.719067573547363	meta-llama/Llama-2-7b-chat-hf	exp1
18	restr	plural	gram	e.restr.plural.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the books apparently was	Llama-2-7B-Chat	5.498181343078613	meta-llama/Llama-2-7b-chat-hf	exp1
18	restr	singular	gram	e.restr.singular.gram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	was	disappointed	with	the	surprise	ending.		The author who read about the book apparently was	Llama-2-7B-Chat	4.811368465423584	meta-llama/Llama-2-7b-chat-hf	exp1
18	restr	plural	ungram	e.restr.plural.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_books	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the books apparently were	Llama-2-7B-Chat	11.111166954040527	meta-llama/Llama-2-7b-chat-hf	exp1
18	restr	singular	ungram	e.restr.singular.ungram	Was the author pleased with the ending?	no	The_author	who	read	about	the_book	apparently	were	disappointed	with	the	surprise	ending.		The author who read about the book apparently were	Llama-2-7B-Chat	12.115012168884276	meta-llama/Llama-2-7b-chat-hf	exp1
19	appos	plural	gram	e.appos.plural.gram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely was	Llama-2-7B-Chat	6.892823219299316	meta-llama/Llama-2-7b-chat-hf	exp1
19	appos	singular	gram	e.appos.singular.gram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	was	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely was	Llama-2-7B-Chat	6.6920857429504395	meta-llama/Llama-2-7b-chat-hf	exp1
19	appos	plural	ungram	e.appos.plural.ungram	Did the terrorists surround the soldier?	no	The_solider,	who	fought	against	the_terrorists,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorists, likely were	Llama-2-7B-Chat	13.142621994018556	meta-llama/Llama-2-7b-chat-hf	exp1
19	appos	singular	ungram	e.appos.singular.ungram	Did the terrorist surround the soldier?	no	The_solider,	who	fought	against	the_terrorist,	likely	were	surrounded	by	a	team	of	insurgents.	The solider, who fought against the terrorist, likely were	Llama-2-7B-Chat	13.201119422912598	meta-llama/Llama-2-7b-chat-hf	exp1
19	restr	plural	gram	e.restr.plural.gram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely was	Llama-2-7B-Chat	5.978592872619629	meta-llama/Llama-2-7b-chat-hf	exp1
19	restr	singular	gram	e.restr.singular.gram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	was	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely was	Llama-2-7B-Chat	5.219072341918945	meta-llama/Llama-2-7b-chat-hf	exp1
19	restr	plural	ungram	e.restr.plural.ungram	Did the terrorists surround the soldier?	no	The_solider	who	fought	against	the_terrorists	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorists likely were	Llama-2-7B-Chat	11.445054054260254	meta-llama/Llama-2-7b-chat-hf	exp1
19	restr	singular	ungram	e.restr.singular.ungram	Did the terrorist surround the soldier?	no	The_solider	who	fought	against	the_terrorist	likely	were	surrounded	by	a	team	of	insurgents.	The solider who fought against the terrorist likely were	Llama-2-7B-Chat	11.41815185546875	meta-llama/Llama-2-7b-chat-hf	exp1
20	appos	plural	gram	e.appos.plural.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	Llama-2-7B-Chat	7.900837421417236	meta-llama/Llama-2-7b-chat-hf	exp1
20	appos	singular	gram	e.appos.singular.gram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	was	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly was	Llama-2-7B-Chat	7.900837421417236	meta-llama/Llama-2-7b-chat-hf	exp1
20	appos	plural	ungram	e.appos.plural.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	Llama-2-7B-Chat	14.190086364746094	meta-llama/Llama-2-7b-chat-hf	exp1
20	appos	singular	ungram	e.appos.singular.ungram	Was it the officer who was pulled over?	no	The_millionaire,	who	drove	past	the_cars,	allegedly	were	pulled	over	for	drunk	driving.		The millionaire, who drove past the cars, allegedly were	Llama-2-7B-Chat	14.190086364746094	meta-llama/Llama-2-7b-chat-hf	exp1
20	restr	plural	gram	e.restr.plural.gram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_cars	allegedly	was	pulled	over	for	drunk	driving.		The millionaire who drove past the cars allegedly was	Llama-2-7B-Chat	7.853147983551025	meta-llama/Llama-2-7b-chat-hf	exp1
20	restr	singular	gram	e.restr.singular.gram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_car	allegedly	was	pulled	over	for	drunk	driving.		The millionaire who drove past the car allegedly was	Llama-2-7B-Chat	9.737115859985352	meta-llama/Llama-2-7b-chat-hf	exp1
20	restr	plural	ungram	e.restr.plural.ungram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_cars	allegedly	were	pulled	over	for	drunk	driving.		The millionaire who drove past the cars allegedly were	Llama-2-7B-Chat	13.62956428527832	meta-llama/Llama-2-7b-chat-hf	exp1
20	restr	singular	ungram	e.restr.singular.ungram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_car	allegedly	were	pulled	over	for	drunk	driving.		The millionaire who drove past the car allegedly were	Llama-2-7B-Chat	16.026363372802734	meta-llama/Llama-2-7b-chat-hf	exp1
21	appos	plural	gram	e.appos.plural.gram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_books,	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian, who read about the books, certainly was	Llama-2-7B-Chat	4.596357822418213	meta-llama/Llama-2-7b-chat-hf	exp1
21	appos	singular	gram	e.appos.singular.gram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_book,	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian, who read about the book, certainly was	Llama-2-7B-Chat	4.750446796417236	meta-llama/Llama-2-7b-chat-hf	exp1
21	appos	plural	ungram	e.appos.plural.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_books,	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian, who read about the books, certainly were	Llama-2-7B-Chat	12.243769645690918	meta-llama/Llama-2-7b-chat-hf	exp1
21	appos	singular	ungram	e.appos.singular.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_book,	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian, who read about the book, certainly were	Llama-2-7B-Chat	12.961410522460938	meta-llama/Llama-2-7b-chat-hf	exp1
21	restr	plural	gram	e.restr.plural.gram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_books	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian who read about the books certainly was	Llama-2-7B-Chat	5.034249782562256	meta-llama/Llama-2-7b-chat-hf	exp1
21	restr	singular	gram	e.restr.singular.gram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_book	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian who read about the book certainly was	Llama-2-7B-Chat	4.569792747497559	meta-llama/Llama-2-7b-chat-hf	exp1
21	restr	plural	ungram	e.restr.plural.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_books	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian who read about the books certainly were	Llama-2-7B-Chat	11.49256420135498	meta-llama/Llama-2-7b-chat-hf	exp1
21	restr	singular	ungram	e.restr.singular.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_book	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian who read about the book certainly were	Llama-2-7B-Chat	13.32740306854248	meta-llama/Llama-2-7b-chat-hf	exp1
22	appos	plural	gram	e.appos.plural.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meals,	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meals, evidently was	Llama-2-7B-Chat	4.562919616699219	meta-llama/Llama-2-7b-chat-hf	exp1
22	appos	singular	gram	e.appos.singular.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meal,	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meal, evidently was	Llama-2-7B-Chat	4.392477512359619	meta-llama/Llama-2-7b-chat-hf	exp1
22	appos	plural	ungram	e.appos.plural.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meals,	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meals, evidently were	Llama-2-7B-Chat	11.883469581604004	meta-llama/Llama-2-7b-chat-hf	exp1
22	appos	singular	ungram	e.appos.singular.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meal,	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meal, evidently were	Llama-2-7B-Chat	13.110638618469238	meta-llama/Llama-2-7b-chat-hf	exp1
22	restr	plural	gram	e.restr.plural.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meals	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meals evidently was	Llama-2-7B-Chat	4.674506187438965	meta-llama/Llama-2-7b-chat-hf	exp1
22	restr	singular	gram	e.restr.singular.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meal	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meal evidently was	Llama-2-7B-Chat	4.66569185256958	meta-llama/Llama-2-7b-chat-hf	exp1
22	restr	plural	ungram	e.restr.plural.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meals	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meals evidently were	Llama-2-7B-Chat	10.47909927368164	meta-llama/Llama-2-7b-chat-hf	exp1
22	restr	singular	ungram	e.restr.singular.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meal	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meal evidently were	Llama-2-7B-Chat	12.324373245239258	meta-llama/Llama-2-7b-chat-hf	exp1
23	appos	plural	gram	e.appos.plural.gram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedges,	financially	was	unable	to	buy	more	plants.		The gardener, who pruned around the hedges, financially was	Llama-2-7B-Chat	5.668732643127441	meta-llama/Llama-2-7b-chat-hf	exp1
23	appos	singular	gram	e.appos.singular.gram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedge,	financially	was	unable	to	buy	more	plants.		The gardener, who pruned around the hedge, financially was	Llama-2-7B-Chat	5.454686641693115	meta-llama/Llama-2-7b-chat-hf	exp1
23	appos	plural	ungram	e.appos.plural.ungram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedges,	financially	were	unable	to	buy	more	plants.		The gardener, who pruned around the hedges, financially were	Llama-2-7B-Chat	12.955469131469728	meta-llama/Llama-2-7b-chat-hf	exp1
23	appos	singular	ungram	e.appos.singular.ungram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedge,	financially	were	unable	to	buy	more	plants.		The gardener, who pruned around the hedge, financially were	Llama-2-7B-Chat	13.11336898803711	meta-llama/Llama-2-7b-chat-hf	exp1
23	restr	plural	gram	e.restr.plural.gram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedges	financially	was	unable	to	buy	more	plants.		The gardener who pruned around the hedges financially was	Llama-2-7B-Chat	3.6155636310577393	meta-llama/Llama-2-7b-chat-hf	exp1
23	restr	singular	gram	e.restr.singular.gram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedge	financially	was	unable	to	buy	more	plants.		The gardener who pruned around the hedge financially was	Llama-2-7B-Chat	3.45418930053711	meta-llama/Llama-2-7b-chat-hf	exp1
23	restr	plural	ungram	e.restr.plural.ungram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedges	financially	were	unable	to	buy	more	plants.		The gardener who pruned around the hedges financially were	Llama-2-7B-Chat	10.265485763549805	meta-llama/Llama-2-7b-chat-hf	exp1
23	restr	singular	ungram	e.restr.singular.ungram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedge	financially	were	unable	to	buy	more	plants.		The gardener who pruned around the hedge financially were	Llama-2-7B-Chat	11.555259704589844	meta-llama/Llama-2-7b-chat-hf	exp1
24	appos	plural	gram	e.appos.plural.gram	Did the referees kick the athlete?	no	The_athlete,	who	kicked	near	the_referees,	obviously	was	disappointed	about	the	bad	call.		The athlete, who kicked near the referees, obviously was	Llama-2-7B-Chat	6.096241474151611	meta-llama/Llama-2-7b-chat-hf	exp1
24	appos	singular	gram	e.appos.singular.gram	Did the referee kick the athlete?	no	The_athlete,	who	kicked	near	the_referee,	obviously	was	disappointed	about	the	bad	call.		The athlete, who kicked near the referee, obviously was	Llama-2-7B-Chat	6.78889799118042	meta-llama/Llama-2-7b-chat-hf	exp1
24	appos	plural	ungram	e.appos.plural.ungram	Did the referees kick the athlete?	no	The_athlete,	who	kicked	near	the_referees,	obviously	were	disappointed	about	the	bad	call.		The athlete, who kicked near the referees, obviously were	Llama-2-7B-Chat	12.971585273742676	meta-llama/Llama-2-7b-chat-hf	exp1
24	appos	singular	ungram	e.appos.singular.ungram	Did the referee kick the athlete?	no	The_athlete,	who	kicked	near	the_referee,	obviously	were	disappointed	about	the	bad	call.		The athlete, who kicked near the referee, obviously were	Llama-2-7B-Chat	14.10381317138672	meta-llama/Llama-2-7b-chat-hf	exp1
