ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
18	appos	plural	gram	e.appos.plural.gram	The	skateboarders,	who	the	kid	admires	passionately,	always	sign	autographs	for	fans.									The skateboarders, who the kid admires	Mistral-7B-Instruct-v0.2	6.035275459289551	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	appos	singular	gram	e.appos.singular.gram	The	skateboarder,	who	the	kid	admires	passionately,	always	signs	autographs	for	fans.									The skateboarder, who the kid admires	Mistral-7B-Instruct-v0.2	6.696501135826111	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	appos	plural	ungram	e.appos.plural.ungram	The	skateboarders,	who	the	kid	admire	passionately,	always	sign	autographs	for	fans.									The skateboarders, who the kid admire	Mistral-7B-Instruct-v0.2	15.649485111236572	mistralai/Mistral-7B-Instruct-v0.2	exp2
18	appos	singular	ungram	e.appos.singular.ungram	The	skateboarder,	who	the	kid	admire	passionately,	always	signs	autographs	for	fans.									The skateboarder, who the kid admire	Mistral-7B-Instruct-v0.2	16.67138433456421	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	restr	plural	gram	e.restr.plural.gram	The	chefs	who	the	gourmet	visits	regularly	always	come	up	with	daring	new	recipes.							The chefs who the gourmet visits	Mistral-7B-Instruct-v0.2	16.35599136352539	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	restr	singular	gram	e.restr.singular.gram	The	chef	who	the	gourmet	visits	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visits	Mistral-7B-Instruct-v0.2	16.72605323791504	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	restr	plural	ungram	e.restr.plural.ungram	The	chefs	who	the	gourmet	visit	regularly	always	come	up	with	daring	new	recipes.							The chefs who the gourmet visit	Mistral-7B-Instruct-v0.2	15.786803245544434	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	restr	singular	ungram	e.restr.singular.ungram	The	chef	who	the	gourmet	visit	regularly	always	comes	up	with	daring	new	recipes.							The chef who the gourmet visit	Mistral-7B-Instruct-v0.2	16.25548553466797	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	appos	plural	gram	e.appos.plural.gram	The	chefs,	who	the	gourmet	visits	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visits	Mistral-7B-Instruct-v0.2	16.209903717041016	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	appos	singular	gram	e.appos.singular.gram	The	chef,	who	the	gourmet	visits	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visits	Mistral-7B-Instruct-v0.2	16.671560287475586	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	appos	plural	ungram	e.appos.plural.ungram	The	chefs,	who	the	gourmet	visit	regularly,	always	come	up	with	daring	new	recipes.							The chefs, who the gourmet visit	Mistral-7B-Instruct-v0.2	15.074345588684082	mistralai/Mistral-7B-Instruct-v0.2	exp2
19	appos	singular	ungram	e.appos.singular.ungram	The	chef,	who	the	gourmet	visit	regularly,	always	comes	up	with	daring	new	recipes.							The chef, who the gourmet visit	Mistral-7B-Instruct-v0.2	15.717747688293455	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	restr	plural	gram	e.restr.plural.gram	The	firefighters	who	the	ranger	keeps	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keeps	Mistral-7B-Instruct-v0.2	13.754107475280762	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	restr	singular	gram	e.restr.singular.gram	The	firefighter	who	the	ranger	keeps	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keeps	Mistral-7B-Instruct-v0.2	14.102232933044434	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	restr	plural	ungram	e.restr.plural.ungram	The	firefighters	who	the	ranger	keep	on	hand	during	the	summer	months	have	special	training	in	forest	fires.			The firefighters who the ranger keep	Mistral-7B-Instruct-v0.2	16.467613220214844	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	restr	singular	ungram	e.restr.singular.ungram	The	firefighter	who	the	ranger	keep	on	hand	during	the	summer	months	has	special	training	in	forest	fires.			The firefighter who the ranger keep	Mistral-7B-Instruct-v0.2	17.54131317138672	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	appos	plural	gram	e.appos.plural.gram	The	firefighters,	who	the	ranger	keeps	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keeps	Mistral-7B-Instruct-v0.2	15.771409034729004	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	appos	singular	gram	e.appos.singular.gram	The	firefighter,	who	the	ranger	keeps	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keeps	Mistral-7B-Instruct-v0.2	15.029120445251465	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	appos	plural	ungram	e.appos.plural.ungram	The	firefighters,	who	the	ranger	keep	on	hand	during	the	summer	months,	have	special	training	in	forest	fires.			The firefighters, who the ranger keep	Mistral-7B-Instruct-v0.2	17.849510192871094	mistralai/Mistral-7B-Instruct-v0.2	exp2
20	appos	singular	ungram	e.appos.singular.ungram	The	firefighter,	who	the	ranger	keep	on	hand	during	the	summer	months,	has	special	training	in	forest	fires.			The firefighter, who the ranger keep	Mistral-7B-Instruct-v0.2	19.30366897583008	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	restr	plural	gram	e.restr.plural.gram	The	overseers	who	the	worker	distrusts	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrusts	Mistral-7B-Instruct-v0.2	18.41992737725377	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	restr	singular	gram	e.restr.singular.gram	The	overseer	who	the	worker	distrusts	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrusts	Mistral-7B-Instruct-v0.2	16.464006420224905	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	restr	plural	ungram	e.restr.plural.ungram	The	overseers	who	the	worker	distrust	the	most	have	been	firing	anyone	who	mentions	unions.						The overseers who the worker distrust	Mistral-7B-Instruct-v0.2	18.367638111114506	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	restr	singular	ungram	e.restr.singular.ungram	The	overseer	who	the	worker	distrust	the	most	has	been	firing	anyone	who	mentions	unions.						The overseer who the worker distrust	Mistral-7B-Instruct-v0.2	16.419947385787964	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	appos	plural	gram	e.appos.plural.gram	The	overseers,	who	the	worker	distrusts	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrusts	Mistral-7B-Instruct-v0.2	18.352187743410468	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	appos	singular	gram	e.appos.singular.gram	The	overseer,	who	the	worker	distrusts	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrusts	Mistral-7B-Instruct-v0.2	17.367603916674852	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	appos	plural	ungram	e.appos.plural.ungram	The	overseers,	who	the	worker	distrust	the	most,	have	been	firing	anyone	who	mentions	unions.						The overseers, who the worker distrust	Mistral-7B-Instruct-v0.2	18.3321430683136	mistralai/Mistral-7B-Instruct-v0.2	exp2
21	appos	singular	ungram	e.appos.singular.ungram	The	overseer,	who	the	worker	distrust	the	most,	has	been	firing	anyone	who	mentions	unions.						The overseer, who the worker distrust	Mistral-7B-Instruct-v0.2	17.33908200263977	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	restr	plural	gram	e.restr.plural.gram	The	heiresses	who	the	bachelor	pursues	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursues	Mistral-7B-Instruct-v0.2	10.138529777526855	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	restr	singular	gram	e.restr.singular.gram	The	heiress	who	the	bachelor	pursues	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursues	Mistral-7B-Instruct-v0.2	10.712810039520264	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	restr	plural	ungram	e.restr.plural.ungram	The	heiresses	who	the	bachelor	pursue	so	relentlessly	are	clever	and	won't	be	easily	fooled.						The heiresses who the bachelor pursue	Mistral-7B-Instruct-v0.2	15.234233856201172	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	restr	singular	ungram	e.restr.singular.ungram	The	heiress	who	the	bachelor	pursue	so	relentlessly	is	clever	and	won't	be	easily	fooled.						The heiress who the bachelor pursue	Mistral-7B-Instruct-v0.2	16.2188663482666	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	appos	plural	gram	e.appos.plural.gram	The	heiresses,	who	the	bachelor	pursues	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursues	Mistral-7B-Instruct-v0.2	14.245781898498535	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	appos	singular	gram	e.appos.singular.gram	The	heiress,	who	the	bachelor	pursues	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursues	Mistral-7B-Instruct-v0.2	15.675323963165283	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	appos	plural	ungram	e.appos.plural.ungram	The	heiresses,	who	the	bachelor	pursue	so	relentlessly,	are	clever	and	won't	be	easily	fooled.						The heiresses, who the bachelor pursue	Mistral-7B-Instruct-v0.2	17.837635040283203	mistralai/Mistral-7B-Instruct-v0.2	exp2
22	appos	singular	ungram	e.appos.singular.ungram	The	heiress,	who	the	bachelor	pursue	so	relentlessly,	is	clever	and	won't	be	easily	fooled.						The heiress, who the bachelor pursue	Mistral-7B-Instruct-v0.2	17.30856704711914	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	restr	plural	gram	e.restr.plural.gram	The	actors	who	the	producer	considers	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer considers	Mistral-7B-Instruct-v0.2	6.9052534103393555	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	restr	singular	gram	e.restr.singular.gram	The	actor	who	the	producer	considers	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer considers	Mistral-7B-Instruct-v0.2	8.752480506896973	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	restr	plural	ungram	e.restr.plural.ungram	The	actors	who	the	producer	consider	the	safest	bet	are	the	ones	who	have	been	around	for	a	while.		The actors who the producer consider	Mistral-7B-Instruct-v0.2	11.6052827835083	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	restr	singular	ungram	e.restr.singular.ungram	The	actor	who	the	producer	consider	the	safest	bet	is	the	one	who	has	been	around	for	a	while.		The actor who the producer consider	Mistral-7B-Instruct-v0.2	13.75964641571045	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	appos	plural	gram	e.appos.plural.gram	The	actors,	who	the	producer	considers	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer considers	Mistral-7B-Instruct-v0.2	10.26404857635498	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	appos	singular	gram	e.appos.singular.gram	The	actor,	who	the	producer	considers	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer considers	Mistral-7B-Instruct-v0.2	11.0907564163208	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	appos	plural	ungram	e.appos.plural.ungram	The	actors,	who	the	producer	consider	the	safest	bet,	are	the	ones	who	have	been	around	for	a	while.		The actors, who the producer consider	Mistral-7B-Instruct-v0.2	16.08555030822754	mistralai/Mistral-7B-Instruct-v0.2	exp2
23	appos	singular	ungram	e.appos.singular.ungram	The	actor,	who	the	producer	consider	the	safest	bet,	is	the	one	who	has	been	around	for	a	while.		The actor, who the producer consider	Mistral-7B-Instruct-v0.2	17.443405151367188	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	restr	plural	gram	e.restr.plural.gram	The	accountants	who	the	administrator	depends	on	to	balance	the	books	are	very	well	paid.						The accountants who the administrator depends	Mistral-7B-Instruct-v0.2	14.256786346435549	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	restr	singular	gram	e.restr.singular.gram	The	accountant	who	the	administrator	depends	on	to	balance	the	books	is	very	well	paid.						The accountant who the administrator depends	Mistral-7B-Instruct-v0.2	14.286563873291016	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	restr	plural	ungram	e.restr.plural.ungram	The	accountants	who	the	administrator	depend	on	to	balance	the	books	are	very	well	paid.						The accountants who the administrator depend	Mistral-7B-Instruct-v0.2	16.553264617919922	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	restr	singular	ungram	e.restr.singular.ungram	The	accountant	who	the	administrator	depend	on	to	balance	the	books	is	very	well	paid.						The accountant who the administrator depend	Mistral-7B-Instruct-v0.2	15.312230110168455	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	appos	plural	gram	e.appos.plural.gram	The	accountants,	who	the	administrator	depends	on	to	balance	the	books,	are	very	well	paid.						The accountants, who the administrator depends	Mistral-7B-Instruct-v0.2	13.292444229125977	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	appos	singular	gram	e.appos.singular.gram	The	accountant,	who	the	administrator	depends	on	to	balance	the	books,	is	very	well	paid.						The accountant, who the administrator depends	Mistral-7B-Instruct-v0.2	13.752090454101562	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	appos	plural	ungram	e.appos.plural.ungram	The	accountants,	who	the	administrator	depend	on	to	balance	the	books,	are	very	well	paid.						The accountants, who the administrator depend	Mistral-7B-Instruct-v0.2	15.256424903869627	mistralai/Mistral-7B-Instruct-v0.2	exp2
24	appos	singular	ungram	e.appos.singular.ungram	The	accountant,	who	the	administrator	depend	on	to	balance	the	books,	is	very	well	paid.						The accountant, who the administrator depend	Mistral-7B-Instruct-v0.2	14.856653213500977	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	restr	plural	gram	e.restr.plural.gram	The	orphans	who	the	nun	tutors	in	algebra	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans who the nun tutors	Mistral-7B-Instruct-v0.2	15.470017313957214	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	restr	singular	gram	e.restr.singular.gram	The	orphan	who	the	nun	tutors	in	algebra	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan who the nun tutors	Mistral-7B-Instruct-v0.2	16.596146941184998	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	restr	plural	ungram	e.restr.plural.ungram	The	orphans	who	the	nun	tutor	in	algebra	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans who the nun tutor	Mistral-7B-Instruct-v0.2	21.128087043762207	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	restr	singular	ungram	e.restr.singular.ungram	The	orphan	who	the	nun	tutor	in	algebra	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan who the nun tutor	Mistral-7B-Instruct-v0.2	22.862853527069092	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	appos	plural	gram	e.appos.plural.gram	The	orphans,	who	the	nun	tutors	in	algebra,	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans, who the nun tutors	Mistral-7B-Instruct-v0.2	16.990636229515076	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	appos	singular	gram	e.appos.singular.gram	The	orphan,	who	the	nun	tutors	in	algebra,	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan, who the nun tutors	Mistral-7B-Instruct-v0.2	17.77366292476654	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	appos	plural	ungram	e.appos.plural.ungram	The	orphans,	who	the	nun	tutor	in	algebra,	lost	their	parents	in	the	ongoing	civil	"war.	"					The orphans, who the nun tutor	Mistral-7B-Instruct-v0.2	22.772687435150143	mistralai/Mistral-7B-Instruct-v0.2	exp2
25	appos	singular	ungram	e.appos.singular.ungram	The	orphan,	who	the	nun	tutor	in	algebra,	lost	his	parents	in	the	ongoing	civil	"war.	"					The orphan, who the nun tutor	Mistral-7B-Instruct-v0.2	22.48496389389038	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	restr	plural	gram	e.restr.plural.gram	The	translators	who	the	diplomat	needs	for	communication	were	trying	furiously	to	facilitate	peace	talks.						The translators who the diplomat needs	Mistral-7B-Instruct-v0.2	12.813124656677246	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	restr	singular	gram	e.restr.singular.gram	The	translator	who	the	diplomat	needs	for	communication	was	trying	furiously	to	facilitate	peace	talks.						The translator who the diplomat needs	Mistral-7B-Instruct-v0.2	12.14515209197998	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	restr	plural	ungram	e.restr.plural.ungram	The	translators	who	the	diplomat	need	for	communication	were	trying	furiously	to	facilitate	peace	talks.						The translators who the diplomat need	Mistral-7B-Instruct-v0.2	16.20289421081543	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	restr	singular	ungram	e.restr.singular.ungram	The	translator	who	the	diplomat	need	for	communication	was	trying	furiously	to	facilitate	peace	talks.						The translator who the diplomat need	Mistral-7B-Instruct-v0.2	17.408735275268555	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	appos	plural	gram	e.appos.plural.gram	The	translators,	who	the	diplomat	needs	for	communication,	were	trying	furiously	to	facilitate	peace	talks.						The translators, who the diplomat needs	Mistral-7B-Instruct-v0.2	15.82769012451172	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	appos	singular	gram	e.appos.singular.gram	The	translator,	who	the	diplomat	needs	for	communication,	was	trying	furiously	to	facilitate	peace	talks.						The translator, who the diplomat needs	Mistral-7B-Instruct-v0.2	13.58753776550293	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	appos	plural	ungram	e.appos.plural.ungram	The	translators,	who	the	diplomat	need	for	communication,	were	trying	furiously	to	facilitate	peace	talks.						The translators, who the diplomat need	Mistral-7B-Instruct-v0.2	19.019512176513672	mistralai/Mistral-7B-Instruct-v0.2	exp2
26	appos	singular	ungram	e.appos.singular.ungram	The	translator,	who	the	diplomat	need	for	communication,	was	trying	furiously	to	facilitate	peace	talks.						The translator, who the diplomat need	Mistral-7B-Instruct-v0.2	16.97167205810547	mistralai/Mistral-7B-Instruct-v0.2	exp2
